name_of_interviewer,district,age,gender,caste_ethnicity,occupation,any_health_problem,are_main_problems_addressed,biggest_prob,satisfied_with_gov,top_thing_gov,information_about_gov_support,a_Top_need_info,Satisfied_with_NGOs,a_Top_need_NGOs,is_support_fair,a_Top_reason_not_fair,prepared_for_winter,have_been_heard,relief_effort_progress,a_Top_problem_women,id,submission_time,index,Dage_1,Dage_2,Dage_3,Dage_4,Dage_5,Dage_6,Dgender_1,Dgender_2,age_15_40,age_40_and_above,age_not_avail,Doccupation_1,Doccupation_2,Doccupation_3,Doccupation_4,Doccupation_5,farmer_laborer,not_farmer_laborer,Dcaste_ethnicity_1,Dcaste_ethnicity_2,Dcaste_ethnicity_3,Dcaste_ethnicity_4,Dcaste_ethnicity_5,Dcaste_ethnicity_6,Dcaste_ethnicity_7,Dcaste_ethnicity_8,Dcaste_ethnicity_9,caste_Brah_Chhe,caste_New_Gur_Tam,caste_Janjati,caste_Dal_Mus_Other,Dany_health_problem_1,Dany_health_problem_2,Dany_health_problem_3,Dare_main_problems_addressed_1,Dare_main_problems_addressed_2,Dare_main_problems_addressed_3,Dare_main_problems_addressed_4,Dare_main_problems_addressed_5,Dare_main_problems_addressed_6,Dare_main_problems_addressed_7
"Sunita Khadka","Dolakha","25_39","female","Brahmin","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","5___completely_yes",NA,"1___not_at_all","news_about_government_decision","4___mostly_yes",NA,"1___not_at_all","based_on_polit","1___not_at_all","1___not_at_all","2___very_little","long_term_shelter__housing",724815,"2015-09-29T10:36:30",699,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"laxman pd bhattarai","Bhaktapur","40_54","male","Newar","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"don_t_know","1___not_at_all","4___mostly_yes",NA,724816,"2015-09-29T10:36:58",700,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Gagan Jung Thapa","Sindhuli","55_greater","male","Dalit","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","2___very_little","seeds_and_fert","1___not_at_all","how_to_register_for_access_sup","3___neutral","cash_for_work","4___mostly_yes",NA,"4___mostly_yes","2___not_very_m","3___neutral",NA,724817,"2015-09-29T10:37:14",701,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"Goma Khatri","Sindhupalchowk","40_54","female","Janajati","farmer_laborer","yes__a_lot_of_","1___not_at_all","long_term_shelter__housing","5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"1___not_at_all","based_on_dista","1___not_at_all","1___not_at_all","1___not_at_all","healthcare",724818,"2015-09-29T10:37:22",702,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"sanosh raut","Dolakha","25_39","female","Chhetri","ngo_worker_bus","no_difficulty","4___mostly_yes",NA,"1___not_at_all","building_mater","2___very_little","how_to_register_for_access_sup","4___mostly_yes",NA,"5___completely_yes",NA,"3___neutral","2___not_very_m","don_t_know",NA,724819,"2015-09-29T10:37:31",703,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Jivan Kuwar","Sindhupalchowk","25_39","male","Newar","farmer_laborer","no_difficulty","2___very_little","livelihoods","2___very_little","cash_for_work","2___very_little","how_to_register_for_access_sup","2___very_little","cash_for_work","2___very_little","only_if_damage","2___very_little","2___not_very_m","2___very_little",NA,724820,"2015-09-29T10:38:12",704,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Goma Khatri","Sindhupalchowk","55_greater","female","Janajati","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","5___completely_yes",NA,"1___not_at_all","how_to_register_for_access_sup","5___completely_yes",NA,"5___completely_yes",NA,"1___not_at_all","1___not_at_all","1___not_at_all","toilets_sanitation",724821,"2015-09-29T10:38:15",705,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Ambika Dhimal","Kavrepalanchok","40_54","male","Dalit","skilled_worker","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","3___neutral","news_about_government_decision","2___very_little","cash_for_work","3___neutral","only_if_damage","4___mostly_yes","3___neutral","3___neutral",NA,724822,"2015-09-29T10:38:32",706,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"laxman pd bhattarai","Bhaktapur","25_39","male","Newar","farmer_laborer","no_difficulty","4___mostly_yes",NA,"5___completely_yes",NA,"refused",NA,"don_t_know",NA,"4___mostly_yes",NA,"refused","1___not_at_all","1___not_at_all",NA,724823,"2015-09-29T10:38:43",707,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"Gagan Jung Thapa","Sindhuli","25_39","male","Dalit","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","2___very_little","seeds_and_fert","3___neutral","how_to_get_shelter_materials","3___neutral","food_aid","4___mostly_yes",NA,"4___mostly_yes","4___mostly_yes","2___very_little",NA,724824,"2015-09-29T10:38:46",708,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"Ram Saran Dulal","Makwanpur","40_54","male","Tamang","ngo_worker_bus","no_difficulty","2___very_little","short_term_she","1___not_at_all","building_mater","4___mostly_yes",NA,"2___very_little","cash_for_work","2___very_little","based_on_polit","2___very_little","1___not_at_all","2___very_little",NA,724825,"2015-09-29T10:38:53",709,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Mahesh Kumar Shrestha","Ramechhap","15_24","male","Chhetri","ngo_worker_bus","no_difficulty","2___very_little","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","how_to_register_for_access_sup","1___not_at_all","cash_for_work","1___not_at_all","only_if_damage","2___very_little","1___not_at_all","2___very_little",NA,724827,"2015-09-29T10:39:21",710,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Sunita Khadka","Dolakha","55_greater","female","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","4___mostly_yes",NA,"1___not_at_all","news_about_government_decision","4___mostly_yes",NA,"1___not_at_all","based_on_polit","1___not_at_all","1___not_at_all","1___not_at_all","long_term_shelter__housing",724829,"2015-09-29T10:39:51",711,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Gagan Jung Thapa","Sindhuli","55_greater","female","Dalit","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","seeds_and_fert","4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes","4___mostly_yes","1___not_at_all","short_term_shelter__tent_shelt",724834,"2015-09-29T10:40:34",712,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"santosh raut","Dolakha","55_greater","male","Dalit","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","don_t_know",NA,"2___very_little","other","2___very_little","1___not_at_all","2___very_little",NA,724841,"2015-09-29T10:40:52",713,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"Ambika Dhimal","Kavrepalanchok","25_39","male","Tamang","farmer_laborer","no_difficulty","3___neutral","long_term_shelter__housing","2___very_little","cash_for_work","3___neutral","news_about_government_decision","3___neutral","cash_for_work","2___very_little","based_on_polit","4___mostly_yes","2___not_very_m","2___very_little",NA,724844,"2015-09-29T10:40:57",714,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"Ram Sharan Adhikari","Dhading","25_39","male","Chhetri","ngo_worker_bus","no_difficulty","2___very_little","long_term_shelter__housing","1___not_at_all","building_mater","2___very_little","news_about_government_decision","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes","4___mostly_yes","2___very_little",NA,724846,"2015-09-29T10:40:59",715,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Gagan Jung Thapa","Sindhuli","25_39","male","Dalit","skilled_worker","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"1___not_at_all","3___neutral","1___not_at_all",NA,724850,"2015-09-29T10:42:00",717,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"Sunita Khadka","Dolakha","55_greater","male","Newar","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","5___completely_yes",NA,"1___not_at_all","how_to_get_shelter_materials","4___mostly_yes",NA,"1___not_at_all","based_on_polit","1___not_at_all","1___not_at_all","1___not_at_all",NA,724851,"2015-09-29T10:42:21",718,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Mahesh Kumar Shrestha","Ramechhap","40_54","male","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","how_to_get_shelter_materials","1___not_at_all","building_mater","2___very_little","first_come__fi","2___very_little","1___not_at_all","2___very_little",NA,724852,"2015-09-29T10:42:22",719,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Ram Saran Dulal","Makwanpur","55_greater","male","Dalit","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","cash_for_work","2___very_little","how_to_register_for_access_sup","1___not_at_all","housing_inspec","2___very_little","based_on_polit","1___not_at_all","2___not_very_m","2___very_little",NA,724853,"2015-09-29T10:42:47",720,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"AMbika Dhimal","Kavrepalanchok","40_54","female","Chhetri","ngo_worker_bus","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","cash_for_work","3___neutral","news_about_government_decision","4___mostly_yes",NA,"2___very_little","first_come__fi","4___mostly_yes","3___neutral","4___mostly_yes","long_term_shelter__housing",724854,"2015-09-29T10:43:03",721,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"santosh raut","Dolakha","40_54","male","Janajati","government_ser","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","building_mater","4___mostly_yes",NA,"2___very_little","building_mater","2___very_little","based_on_polit","2___very_little","2___not_very_m","1___not_at_all",NA,724855,"2015-09-29T10:43:12",722,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"laxman pd bhattarai","Bhaktapur","40_54","male","Newar","farmer_laborer","no_difficulty","4___mostly_yes",NA,"don_t_know",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"don_t_know",NA,"1___not_at_all","2___not_very_m","4___mostly_yes",NA,724856,"2015-09-29T10:43:38",723,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"Ram Sharan Adhikari","Dhading","40_54","male","Brahmin","farmer_laborer","yes__some_diff","2___very_little","long_term_shelter__housing","1___not_at_all","building_mater","2___very_little","news_about_government_decision","4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes","refused","5___completely_yes",NA,724858,"2015-09-29T10:44:00",725,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"Raj Gurung","Gorkha","15_24","female","Janajati","other","no_difficulty","1___not_at_all","long_term_shelter__housing","3___neutral","building_mater","4___mostly_yes",NA,"3___neutral","cash_for_work","5___completely_yes",NA,"2___very_little","1___not_at_all","5___completely_yes","sexual_and_reproductive_servic",724859,"2015-09-29T10:44:20",726,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Sunita Khadka","Dolakha","55_greater","male","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","5___completely_yes",NA,"1___not_at_all","how_to_get_shelter_materials","4___mostly_yes",NA,"1___not_at_all","based_on_polit","1___not_at_all","1___not_at_all","1___not_at_all",NA,724861,"2015-09-29T10:44:33",727,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Krishna Bahadur Moktan","Sindhuli","25_39","male","Brahmin","government_ser","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"don_t_know","2___not_very_m","5___completely_yes",NA,724869,"2015-09-29T10:45:05",728,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"santosh raut","Dolakha","25_39","male","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","2___very_little","news_about_government_decision","1___not_at_all","building_mater","2___very_little","based_on_polit","2___very_little","2___not_very_m","2___very_little",NA,724870,"2015-09-29T10:45:19",729,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Ram Saran Dulal","Makwanpur","15_24","male","Tamang","other","no_difficulty","2___very_little","short_term_she","1___not_at_all","housing_inspec","4___mostly_yes",NA,"2___very_little","food_aid","2___very_little","based_on_polit","1___not_at_all","2___not_very_m","2___very_little",NA,724871,"2015-09-29T10:45:24",730,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"laxman pd bhattarai","Bhaktapur","55_greater","female","Newar","skilled_worker","no_difficulty","1___not_at_all","long_term_shelter__housing","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"don_t_know","1___not_at_all","4___mostly_yes",NA,724872,"2015-09-29T10:45:29",731,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"AMbika Dhimal","Kavrepalanchok","15_24","female","Dalit","other","no_difficulty","1___not_at_all","long_term_shelter__housing","3___neutral","building_mater","4___mostly_yes",NA,"3___neutral","cash_for_work","3___neutral","based_on_dista","4___mostly_yes","4___mostly_yes","2___very_little","clean_water",724873,"2015-09-29T10:45:51",732,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"Ram Sharan Adhikari","Dhading","40_54","male","Janajati","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","building_mater","5___completely_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes","4___mostly_yes","4___mostly_yes",NA,724875,"2015-09-29T10:46:06",733,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"Krishna Bahadur Moktan","Sindhuli","40_54","male","Brahmin","government_ser","no_difficulty","5___completely_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"refused",NA,"refused",NA,"refused","5___completely","5___completely_yes",NA,724878,"2015-09-29T10:46:52",734,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"Mahesh Kumar Shrestha","Ramechhap","40_54","male","Chhetri","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","1___not_at_all","cash_for_work","1___not_at_all","how_to_get_shelter_materials","1___not_at_all","cash_for_work","1___not_at_all","only_if_damage","2___very_little","1___not_at_all","2___very_little",NA,724879,"2015-09-29T10:46:54",735,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Ram Saran Dulal","Makwanpur","55_greater","male","Janajati","farmer_laborer","no_difficulty","2___very_little","financial_support","2___very_little","cash_for_work","4___mostly_yes",NA,"1___not_at_all","cash_for_work","1___not_at_all","first_come__fi","1___not_at_all","2___not_very_m","2___very_little",NA,724881,"2015-09-29T10:47:16",736,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"laxman pd bhattarai","Bhaktapur","55_greater","male","Newar","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","4___mostly_yes",NA,"don_t_know",NA,"refused",NA,"5___completely_yes",NA,"1___not_at_all","1___not_at_all","1___not_at_all",NA,724882,"2015-09-29T10:47:35",737,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"santosh raut","Dolakha","15_24","male","Dalit","other","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","2___very_little","news_about_government_decision","2___very_little","cash_for_work","2___very_little","based_on_polit","2___very_little","2___not_very_m","1___not_at_all",NA,724884,"2015-09-29T10:47:45",738,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"Ambika Dhimal","Kavrepalanchok","40_54","female","Newar","farmer_laborer","no_difficulty","3___neutral","long_term_shelter__housing","2___very_little","building_mater","3___neutral","news_about_government_decision","4___mostly_yes",NA,"2___very_little","based_on_dista","4___mostly_yes","3___neutral","3___neutral","clean_water",724885,"2015-09-29T10:48:00",739,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"Sunita Khadka","Dolakha","15_24","female","Chhetri","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","5___completely_yes",NA,"2___very_little","news_about_government_decision","5___completely_yes",NA,"1___not_at_all","based_on_polit","1___not_at_all","1___not_at_all","1___not_at_all","long_term_shelter__housing",724886,"2015-09-29T10:48:28",740,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Krishna Bahadur Moktan","Sindhuli","25_39","male","Brahmin","ngo_worker_bus","no_difficulty","1___not_at_all","financial_support","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"don_t_know","5___completely","5___completely_yes",NA,724887,"2015-09-29T10:48:31",741,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Ram Sharan Adhikari","Dhading","25_39","female","Janajati","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","building_mater","4___mostly_yes",NA,"2___very_little","cash_for_work","4___mostly_yes",NA,"5___completely_yes","2___not_very_m","4___mostly_yes","long_term_shelter__housing",724888,"2015-09-29T10:48:43",742,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Ram Saran Dulal","Makwanpur","40_54","male","Dalit","farmer_laborer","no_difficulty","1___not_at_all","short_term_she","1___not_at_all","cash_for_work","4___mostly_yes",NA,"1___not_at_all","housing_inspec","1___not_at_all","based_on_caste","2___very_little","1___not_at_all","2___very_little",NA,724889,"2015-09-29T10:49:07",743,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"laxman pd bhattrai","Bhaktapur","25_39","male","Newar","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","how_to_register_for_access_sup","1___not_at_all","building_mater","5___completely_yes",NA,"refused","1___not_at_all","4___mostly_yes",NA,724890,"2015-09-29T10:49:27",744,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Raj Gurung","Gorkha","40_54","female","Janajati","farmer_laborer","no_difficulty","3___neutral","long_term_shelter__housing","3___neutral","cash_for_work","2___very_little","news_about_government_decision","3___neutral","cash_for_work","4___mostly_yes",NA,"3___neutral","2___not_very_m","4___mostly_yes","child_protecti",724891,"2015-09-29T10:49:58",745,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"Ambika Dhimal","Kavrepalanchok","25_39","female","Chhetri","skilled_worker","no_difficulty","2___very_little","financial_support","2___very_little","building_mater","2___very_little","how_to_register_for_access_sup","3___neutral","cash_for_work","2___very_little","based_on_caste","3___neutral","4___mostly_yes","3___neutral","long_term_shelter__housing",724892,"2015-09-29T10:50:09",746,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Mahesh Kumar Shrestha","Ramechhap","40_54","female","Janajati","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","1___not_at_all","how_to_get_shelter_materials","1___not_at_all","cash_for_work","1___not_at_all","only_if_damage","2___very_little","1___not_at_all","2___very_little","healthcare",724893,"2015-09-29T10:50:17",747,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Krishna Bahadur Moktan","Sindhuli","40_54","male","Newar","other","no_difficulty","1___not_at_all","long_term_shelter__housing","4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"don_t_know",NA,"don_t_know","don_t_know","refused",NA,724894,"2015-09-29T10:50:19",748,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Ram Sharan Adhikari","Dhading","55_greater","male","Chhetri","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","2___very_little","news_about_government_decision","4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes","1___not_at_all","4___mostly_yes",NA,724895,"2015-09-29T10:51:01",749,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Krishna Bahadur Moktan","Sindhuli","25_39","male","Brahmin","farmer_laborer","no_difficulty","4___mostly_yes",NA,"don_t_know",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"2___very_little","because_people","3___neutral","4___mostly_yes","4___mostly_yes",NA,724898,"2015-09-29T10:52:29",750,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Ram Saran Dulal","Makwanpur","25_39","female","other","other","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","building_mater","4___mostly_yes",NA,"1___not_at_all","building_mater","2___very_little","based_on_polit","4___mostly_yes","1___not_at_all","1___not_at_all",NA,724899,"2015-09-29T10:52:39",751,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"laxman pd bhattarai","Bhaktapur","40_54","male","Newar","farmer_laborer","yes__some_diff","1___not_at_all","housing_inspections","2___very_little","building_mater","2___very_little","how_to_get_healthcare_psycholo","1___not_at_all","cash_for_work","4___mostly_yes",NA,"4___mostly_yes","5___completely","4___mostly_yes",NA,724900,"2015-09-29T10:52:51",752,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
